gene_id	old_locus_tag	gene_name	product	regulator_name	regulator_type	known_name	is_known	corr_act	corr_red	corr_cda	corr_cpk	abs_corr_act	abs_corr_red	abs_corr_cda	abs_corr_cpk	n_high_corr	mean_abs_corr
SC_RS04345	SCO0485	NA	TetR/AcrR family transcriptional regulator	NA	NA	NA	FALSE	-0.6584405329053636	-0.8988069787889054	-0.855355950553774	-0.7355697453651777	0.6584405329053636	0.8988069787889054	0.855355950553774	0.7355697453651777	0	0.7870433019033052
SC_RS04355	SCO0487	NA	MarR family winged helix-turn-helix transcriptional regulator	NA	NA	NA	FALSE	-0.04305645861776798	0.2540614892279446	0.34521748313658224	0.3667778402661814	0.04305645861776798	0.2540614892279446	0.34521748313658224	0.3667778402661814	0	0.25227831781211907
SC_RS04480	SCO0512	NA	TetR/AcrR family transcriptional regulator	NA	NA	NA	FALSE	-0.1030245490494018	0.5208933467620941	0.7764380210691534	0.8922777605457544	0.1030245490494018	0.5208933467620941	0.7764380210691534	0.8922777605457544	0	0.573158419356601
SC_RS04515	SCO0520	NA	TetR/AcrR family transcriptional regulator	NA	NA	NA	FALSE	-0.48039142059823914	0.13390667809484508	0.4539313015593208	0.6595066930226526	0.48039142059823914	0.13390667809484508	0.4539313015593208	0.6595066930226526	0	0.4319340233187644
SC_RS04520	SCO0521	NA	TetR/AcrR family transcriptional regulator	NA	NA	NA	FALSE	-0.7754459440007676	-0.9213618461694508	-0.833712664792757	-0.6689344554849008	0.7754459440007676	0.9213618461694508	0.833712664792757	0.6689344554849008	1	0.7998637276119691
SC_RS04530	SCO0523	NA	Lrp/AsnC family transcriptional regulator	NA	NA	NA	FALSE	-0.39240576958715	-0.2002984911796084	-0.09383013685170931	0.013398010825959893	0.39240576958715	0.2002984911796084	0.09383013685170931	0.013398010825959893	0	0.1749831021111069
SC_RS04565	SCO0530	NA	GntR family transcriptional regulator	NA	NA	NA	FALSE	-0.25051837775583674	-0.6622583035354433	-0.8188974968330243	-0.8101243573392692	0.25051837775583674	0.6622583035354433	0.8188974968330243	0.8101243573392692	0	0.6354496338658934
SC_RS04670	SCO0551	NA	sensor histidine kinase	NA	NA	NA	FALSE	-0.1013858353239947	0.2354997339200315	0.4219893529906625	0.466638610428342	0.1013858353239947	0.2354997339200315	0.4219893529906625	0.466638610428342	0	0.30637838316575766
SC_RS04675	SCO0552	NA	response regulator transcription factor	NA	NA	NA	FALSE	0.11521428883318885	0.2179049316858626	0.24834164191803829	0.18181326113186375	0.11521428883318885	0.2179049316858626	0.24834164191803829	0.18181326113186375	0	0.19081853089223838
SC_RS04705	SCO0557	NA	MerR family transcriptional regulator	NA	NA	NA	FALSE	-0.45483444248975985	-0.6051410095670009	-0.6059993117358154	-0.47308599661600287	0.45483444248975985	0.6051410095670009	0.6059993117358154	0.47308599661600287	0	0.5347651901021447
SC_RS04725	SCO0561	NA	Fur family transcriptional regulator	NA	NA	NA	FALSE	0.1752439909873814	0.741108418423702	0.9251983075212982	0.9717466901555372	0.1752439909873814	0.741108418423702	0.9251983075212982	0.9717466901555372	2	0.7033243517719797
SC_RS04795	SCO0574	NA	IclR family transcriptional regulator	NA	NA	NA	FALSE	-0.14077965933704276	-0.7010637992418993	-0.8928472443845249	-0.9567926815355567	0.14077965933704276	0.7010637992418993	0.8928472443845249	0.9567926815355567	1	0.6728708461247559
SC_RS04835	SCO0582	NA	FadR/GntR family transcriptional regulator	NA	NA	NA	FALSE	-0.7006224202927892	-0.8846511728549105	-0.8219279263992575	-0.6767746420905321	0.7006224202927892	0.8846511728549105	0.8219279263992575	0.6767746420905321	0	0.77099404040937225
SC_RS04865	SCO0588	NA	sensor histidine kinase	NA	NA	NA	FALSE	0.04822475357198059	0.6560227986122735	0.876990429800894	0.9580959164014728	0.04822475357198059	0.6560227986122735	0.876990429800894	0.9580959164014728	1	0.6348334745966553
SC_RS04870	SCO0589	NA	LysR family transcriptional regulator	NA	NA	NA	FALSE	0.14579787293746788	0.5878913626640485	0.7402663272546511	0.7464809487633763	0.14579787293746788	0.5878913626640485	0.7402663272546511	0.7464809487633763	0	0.555109127904886
SC_RS04920	SCO0599	NA	anti-sigma factor RsbA family regulatory protein	NA	NA	NA	FALSE	-0.08739681490246504	0.4740840217256132	0.696035588836338	0.8369253692448005	0.08739681490246504	0.4740840217256132	0.696035588836338	0.8369253692448005	0	0.5236104486773042
